booking_id,rating_score
00025a261e572c2a9fc158e005414df7,4.2363108746828315
0004ed7b4b20bb24c1eeb5871a6f9a16,4.652001710068416
0006f0b5b856151f468af2bf9b846ff4,4.205365674611156
0008063ff2f93feac96d1f5da238306b,4.406380670404297
00080a507890c89a0323f06d5ca29c3c,4.431232352286487
00080c6a798674e06a617a1be8a890f2,4.908652089948226
000a1f31116b5bd44f3d98f8f47214bc,4.317531364511381
000bc7ae3d9aef9046000c4f6782c1d4,4.736654442663407
000bd952718c7c856d1d3fc78a040518,4.455640683691748
000d79fb04de5aaf89cf7f69f783a40d,4.1469112386730185
0013bfa7716897f6208c5c126f64fc90,4.5393330627981205
0016d81488da88bd924bb5ce7970b8f8,4.3233108496475925
0018abb0d4e4abe957a715bb8509bbf1,4.444090501265206
0018cde48868c96b03c4d3d1cef11b67,3.479856768710761
0018d12a3853c059f7f23ab5b1002d04,4.450967523583441
001d6fa542824cdc23399fecfe7e131a,4.3934678162690375
001dfbf5f1315c3fea8d0600ea14a3a4,3.2064948061791556
001f769a88ab6001e17de9e59ee8efb0,4.175441003651666
0020b9a4d7a90bfece69a657d512c721,3.763669456758563
00231ddda7d5b3d7941ab2339e87a91e,4.001098375878006
00236fa0a72e234467f0d86c5ebdbaab,4.36109551532476
00243b0a609a2351ac5e093a45d40a25,4.200269189235286
0024e6e7bd1533221767ff65917fa8f4,4.227580210505432
00258b718b1fcaa00249b304185d9574,4.380677301680864
00276fcf833862d7d1c8dfd16072b86b,4.27831567572048
00285f2bd8dd6d47e55e203b9272a964,4.656335524932181
00294b6acc114b86b79dfff0f32df926,1.6559003202895126
002be64ecda1789c28234f82c49148eb,3.2415471569860714
003180df7deee0def224ed41e788456c,2.052540294247753
00334cf6a9e407fcaa52030cedb7b340,4.284082533464071
003580be0b34472acce62033e70b1305,4.269005748991739
00366925655497d9dc353f50ecc74420,4.211040698580902
0037af907b9099da2c948e109c1e50c5,4.042422399647079
003ab580410022f433959505aeccc35d,4.422649764333335
003f9966416e844105537b03603ed359,3.7325938507232257
003fe02bcbe317d6ca7224419c1ccde0,4.63489564340255
004059a7aa9a84571480d7a1c0fdffb9,4.5365280065303155
004164883520d0bd32b107261008eaf9,4.392750617162353
0042fb422bf0891ded3d1ef94426d803,4.811363424981372
0046ad19061885dc5ce242068feb4a3d,4.108136453512852
00479bf84c9e8ae1a010988ba9421ea8,4.227302418948472
004a2a538d3dd724ea76916bd2fcdb0c,3.984198206354038
004b64118cf7814d3a03cfff00cdb6f9,2.0184951962162736
004c521a0cc86b0a167ecac9efb8edbf,4.789495665587462
004cedcfbc04ae95d7bfe581b6015857,1.3604268255536436
004dbadccb93c8e2555f0390532df9e1,4.441104349759608
004ec582d8cceebc58967f2e1344275e,4.3074260633916905
00502d278ecb156431fd1d592d4d3748,4.624602489924779
00509a13c599199c6fa86fa836ae5496,4.551913669936406
0054a5d55992b3c88d3d4d62cc2763a3,4.583638366368484
00567dfaa251bc610a0c0cd056707fec,4.46686948680519
0058373d0f5e3041a27f0a097b96a18f,3.9972369392583107
0058ea921e275c87efadc8f7c323b28f,4.288245291607217
005b5e253fd4805a69715d651aaa0de1,4.353947675837258
005b8e19195327eb853b2116a10c94dc,4.0360646078677656
005ba36cb7c06afc0fe39c9caabac80e,4.529231842866728
005d04de9e867674226097941e2db84b,3.6943315543264283
005d7f1d59015edb4153e0ff86919e2e,4.417889495472907
005ed8b257d26c484455d585f9bce13c,2.5917066954487242
005f95b5a412d19e1642ff3786c2a7e3,4.201288648160961
0060240a744e8283826624856b1405c0,3.0904919523948733
006189100419015233bf26be8a765e82,4.569558757237173
00657829676e8d963dead4a4f0272fc9,4.765367333242367
00662af489ef7c24c730e4dde7f74599,3.8778019850309127
006651097e013bda72e453e503de6a65,4.479170393047079
0069e6bb07a007f8db6dcc09b9192c72,4.589954016297061
006a8d5ef491c01ab176a3eaff0f1e83,4.4412583815754045
006c3128d1a4345251ccd3ddf330a5c6,4.280086415372114
006cb9caed53a57e7daa5c34e243ccdb,4.09266196027572
006e35f0bcdcd62b6a56157ae3da0d9d,4.291371264093017
007160b73672228b5b6b27f8b924574f,4.375684720701973
00723ac16aa147cf1add96c119f80332,4.165395749377937
0072dbf76ad244e7342583fbba2a364f,4.424009377951097
00743c2cfeb69cce4fe4fe1e0918eb0a,4.437708175945478
0076491bbfa81921df6b676f29998688,3.1092878869629765
0076d80f8699a22aa6e010818e0f8eab,4.008044521467116
00785c7052ace31b764290e42c3cd1fc,4.387439298849533
007c0e6e119fd24da2a057a4cdc71c71,4.719751549771174
007cba69dfef04b68594e8d85847da9a,4.294604940211483
008351e4cbdc01dbc0e9c05c2acb5953,4.53965938855419
00854a697aaee3ff7c5aad0654bfcd70,4.526227756620394
0086b18836d45239ace6676af70302ae,4.323035157797746
008772dc54c84a0980f6a6b5f5c1957d,4.561533480531904
0087a35a7640dd917bab8e824fc7677f,3.9843439855605403
008a2351a4855a865c454c73f4870bf4,4.307469686590597
008cc2ca1f639a4df8aa42d9932a4c2b,4.475204430217241
008df42edeea48899edf5951db10009e,3.4465605879839853
008ed2b97194165cb76a98fdd0da4868,4.6006145938290715
008f7107444e1004a7a2ca94422a3042,4.145892833853559
008fe46549ad83e820c22c95bbadd1ed,4.272013299039785
009017a1c0a06ce0699b31411d9c1c41,4.45684975611395
0090e91cbb10496d6bffcf1ae3bf818a,4.612296674639027
0091c0ee45b2e2478120b91046b977c0,4.274271666472219
009348caf87a4fcb8f0f4485ebaf1444,4.119264379060654
00939872ea30dc8337874760a81fe0bc,4.454382991669413
0093a926152b82312c5db8984f3645d0,4.241202753479294
0096a2042a63c4b3d20bcfe80adaeb25,1.9270251513757741
0096d728066fe48cc6249c43065765ea,4.432537076563193
0097ccdb4f3ace3eda887e7c64c2d8fd,4.3405686657825555
0098a41fb19ad93e010e6383580fbd46,3.0273432087503553
0099d133a8d085444083a6c906bf1650,4.51094514428561
009c38528d7c7840a5d46ef8caf8268f,3.9756746188661176
009d84eeb960c0890bf4666ef121c337,4.415289391959218
009dbafa86035003b00a49cd2855302e,4.600142948240194
009e2efb0428f284381cafec050dfd61,4.483201403941777
00a12c9808aa855b6ac2695982531b02,4.377426387265622
00a348d527dbd7f0ae9cb12aa866f6d3,4.475429256940618
00a9403b195f0c47428dde994b28e2ea,3.6456819279049344
00a942ba22b627ebff13b066a60f7b07,4.3613796233404445
00ade1ddffe679b422cbebfce59cea85,4.402526845845342
00ae1fd610a03e8a4e884199734cfb1a,4.205925736095526
00af932cd7ab4fa2ccfb393211459aac,4.238934693514698
00b07c2fdc81d3e62951e10c64a2e69f,4.2657458934910135
00b241ff5c85e8397eadd62dfb620f36,3.8961513381820736
00b2bf880c8b7040fa4a74bd70285436,4.25892770383629
00b2f18f1898c9449c1e7a8e09e4d17d,1.5530292577038793
00b6318a3a13b081396bc44676f59462,4.407973123097471
00bc1f24db33620b942d2f1b60ece83b,4.554588717644543
